Category,Account NO,Customer Name,Group,Post Code,Region,Sales Person
Independent Retailer,1115698, Neil Arnold Tyres Limited ,KPP,TA24 5TR,South West,dexter.jones@kumhotire.com
Independent Retailer,1115700, Checkpoint Warminster Limited ,KPP,BA12 9DX,South West,dexter.jones@kumhotire.com
Independent Retailer,1115743, Bridge Tyrehouse ,KPP,PL27 7AL,South West,dexter.jones@kumhotire.com
Independent Retailer,1115747, Greenaways Tyre & Exhaust Srvs Ltd ,KPP,PL15 8DF,South West,dexter.jones@kumhotire.com
Independent Retailer,1115748, Forest of Dean Tyres Limited ,KPP,GL15 4QF,South West,dexter.jones@kumhotire.com
Independent Retailer,1115749, Taylors Tyres Limited ,KPP,TR15 3EL,South West,dexter.jones@kumhotire.com
Independent Retailer,1115781, Phil Harvey Tyres Limited ,KPP,NP11 4AB,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115783, G T Tyres (Ceredigion) Ltd ,KPP,SA43 3AE,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115785, Enterprise Tyres & Exhausts Ltd ,KPP,SA10 7DR,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115788, Hereford Tyres Limited ,KPP,HR1 2HD,West Midlands,dexter.jones@kumhotire.com
Independent Retailer,1115830, Bobs Tyres Limited ,KPP,TA18 7HE,South West,dexter.jones@kumhotire.com
Independent Retailer,1115831, H & B Tyres Limited ,KPP,BA11 1QH,South West,dexter.jones@kumhotire.com
Independent Retailer,1115835, Xpress Garage Limited ,KPP,TR11 4SN,South West,dexter.jones@kumhotire.com
Independent Retailer,1115879, Nomansland Garage Limited ,KPP,SP5 2BP,South West,dexter.jones@kumhotire.com
Independent Retailer,1115906, K P Tyres & Exhausts ,KPP,SA15 4DP,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115912, G. D. S. Tyres Limited ,KPP,SA61 1JW,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115913, Haverfordwest Tyre & Exh Cntr Ltd ,KPP,SA62 4BW,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115916, Continental Srv Stn (Abercrave) Ltd ,KPP,SA9 1SW,Wales,dexter.jones@kumhotire.com
Independent Retailer,1115918, Bradley Lane MOT Centre Ltd ,KPP,TQ12 1NB,South West,dexter.jones@kumhotire.com
Independent Retailer,1115985, Tytherleigh Vehicle Electrics ,KPP,TA20 1FA,South West,dexter.jones@kumhotire.com
Independent Retailer,1115991, Miles Tyres & Exhaust Services ,KPP,BS35 1RF,South West,dexter.jones@kumhotire.com
Independent Retailer,1115992, Smooth RideTyre & Auto Centre Ltd ,KPP,CF44 6EJ,Wales,dexter.jones@kumhotire.com
Independent Retailer,1116080, Melksham Tyre Supplies ,KPP,SN12 8BN,South West,dexter.jones@kumhotire.com
Independent Retailer,1116105, T and A Motors Limited ,KPP,BA15 2AU,South West,dexter.jones@kumhotire.com
Independent Retailer,1116205, R Norton T/A Checkpoint Tyre & Auto ,KPP,SN10 1DT,South West,dexter.jones@kumhotire.com
Independent Retailer,1116206, Brunel Tyres Limited ,KPP,BS2 9XS,South West,dexter.jones@kumhotire.com
Independent Retailer,1116207, Steve Andrews (Tyres) Limited ,KPP,PL25 3LD,South West,dexter.jones@kumhotire.com
Independent Retailer,1116405, Checkpoint Tyre & Auto Ltd ,KPP,SN10 1DT,South West,dexter.jones@kumhotire.com
Independent Retailer,1116419, Treads Tyres & Autos Limited ,KPP,TQ2 7NS,South West,dexter.jones@kumhotire.com
Independent Retailer,1118717, Llandrindod Tyres Ltd ,KPP,LD1 5BB,Wales,dexter.jones@kumhotire.com
Independent Retailer,1121837, Plymouth Tyres Ltd ,KPP,PL9 7BG,South West,dexter.jones@kumhotire.com
Independent Retailer,1083233, Ryans Garage Limited ,KPP,BS20 7BX,South West,dexter.jones@kumhotire.com
Independent Retailer,1083797, AMS Tyres & Exhausts HQ (Shawbrook) ,KPP,TQ3 2HW,South West,dexter.jones@kumhotire.com
Independent Retailer,1083802, Warwick Car Company Ltd ,KPP,GL5 3JA,South West,dexter.jones@kumhotire.com
Independent Retailer,1083845, Cribb Tyre And Battery Ltd ,KPP,BH16 6JW,South West,dexter.jones@kumhotire.com
Independent Retailer,1084422, Cheddar Tyre Supplies ,KPP,BS27 3EE,South West,dexter.jones@kumhotire.com
Independent Retailer,1084542, Sandford Tyres & Exhaust Cntr Ltd ,KPP,BS40 5TG,South West,dexter.jones@kumhotire.com
Independent Retailer,1085199, Westbury Tyre & MOT Centre Ltd ,KPP,BA13 4JS,South West,dexter.jones@kumhotire.com
Independent Retailer,1086907, Wilf Dawes Tyres (E Summers T/A) ,KPP,PL12 6LX,South West,dexter.jones@kumhotire.com
Independent Retailer,1090519, Bassett & Sluggett Coaches Ltd ,KPP,EX22 6EW,South West,dexter.jones@kumhotire.com
Independent Retailer,1097731, Adams Auto Limited ,KPP,EX8 2NS,South West,dexter.jones@kumhotire.com
Independent Retailer,1099887, North Devon Tyres Ltd (HQ) ,KPP,EX16 6TW,South West,dexter.jones@kumhotire.com
Independent Retailer,1100771, Rod Morgan Ltd T/A Lion Garage ,KPP,LD2 3NL,Wales,dexter.jones@kumhotire.com
Independent Retailer,1102734, North Devon Tyres Ltd (PCR) ,KPP,EX16 6TW,South West,dexter.jones@kumhotire.com
Independent Retailer,1084588, TRS Tyre Specialists ,Other,SP11 6LJ,South West,dexter.jones@kumhotire.com
Independent Retailer,1084778, Briant Tyres & Exhausts Ltd HQ ,Other,BS37 6RL,South West,dexter.jones@kumhotire.com
Independent Retailer,1084866, Briant Tyre & Exhausts Ltd (THQ) ,Other,BS37 6RL,South East,dexter.jones@kumhotire.com
Independent Retailer,1087259, Wareham Tyre & Exhaust Centre ,Other,BH20 4DY,South West,dexter.jones@kumhotire.com
Independent Retailer,1089406, Bennetts Field Garage Ltd ,Other,BA9 9DT,South West,dexter.jones@kumhotire.com
Independent Retailer,1090808, Fairview Vehicle Services ,Other,SP7 9PX,South West,dexter.jones@kumhotire.com
Independent Retailer,1094744, John Kerr ,Other,SA33 6BX,Wales,dexter.jones@kumhotire.com
Independent Retailer,1095378, Cross Tyres & Auto ,Other,SA14 6RE,Wales,dexter.jones@kumhotire.com
Independent Retailer,1097733, Downton Tyre and Autocare Ltd ,Other,SP5 3HU,South West,dexter.jones@kumhotire.com
Independent Retailer,1101147, Brakes  Motor Company ,Other,TA19 9BJ,South West,dexter.jones@kumhotire.com
Independent Retailer,1106702, Keynsham Garage Services Ltd ,Other,BS31 2AL,South West,dexter.jones@kumhotire.com
Independent Retailer,1108158, Narberth Tyres Limited ,Other,SA67 7BT,Wales,dexter.jones@kumhotire.com
Independent Retailer,1108229, Haven Tyre Company Ltd ,Other,SA73 2JH,Wales,dexter.jones@kumhotire.com
Independent Retailer,1116014, SMS Station Motor Services Ltd ,Other,BA5 1AH,South West,dexter.jones@kumhotire.com
Independent Retailer,1121794, Tyremarks ,Other,PL19 8DE,South West,dexter.jones@kumhotire.com
Independent Retailer,1121866, Tollgate Hire Ltd ,Other,BS15 3HF,South West,dexter.jones@kumhotire.com
Independent Retailer,1126405, CHECKPOINT TYRE & AUTO (DEVIZES) ,Other,SN10 1DT,South West,dexter.jones@kumhotire.com
Independent Retailer,1126489, Chris Mullins Tyres (SW) Ltd ,Other,GL2 5DN,South West,dexter.jones@kumhotire.com
Independent Retailer,1126588, MIKE KNIGHT TYRES LTD ,Other,BS11 9YQ,South West,dexter.jones@kumhotire.com
Independent Retailer,1127232, GB TYRES (TAUNTON) LIMITED ,Other,TA1 1BZ,South West,dexter.jones@kumhotire.com
Independent Retailer,1127334, SHALI MOTORS T/A TOP OF TOWN MOTORS ,Other,SA65 9BB,Wales,dexter.jones@kumhotire.com
Independent Retailer,1127548, SIDMOUTH TYRES & EXHAUSTS LTD ,Other,EX10 9HL,South West,dexter.jones@kumhotire.com
Independent Retailer,1127837, VASS OF BATH LTD ,Other,BA1 3JN,South West,dexter.jones@kumhotire.com
Independent Retailer,1128263, CWMBRAN GARAGES T/A MOTAZONE ,Other,NP44 7XB,Wales,dexter.jones@kumhotire.com
Independent Retailer,1128264, Performance Tyre & Auto Care ,Other,PL9 7BG,South West,dexter.jones@kumhotire.com
Independent Retailer,1090869, Havers Tyres ,KPP,NR3 2DU,East,graham.morris@kumhotire.com
Independent Retailer,1101402, Tennyson Tyres Limited ,KPP,PE12 8LY,East,graham.morris@kumhotire.com
Independent Retailer,1105370, Peter Winn Tyres Limited ,KPP,YO42 2HZ,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1106703, GW Autoserve Ltd (inc with 1116361) ,KPP,IP3 0AW,East,graham.morris@kumhotire.com
Independent Retailer,1115825, D. D. Tyres Limited ,KPP,DN5 0EW,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1115833, The Tyre & MOT Place ,KPP,PE15 8QP,East,graham.morris@kumhotire.com
Independent Retailer,1115837, Wheelcraft Limited ,KPP,NG34 9JH,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1115838, Micks Tyres Limited ,KPP,NG18 2HD,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1115907, Fleet Fit Loughborough ,KPP,LE11 5DF,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1115988, Hammond Tyres ,KPP,IP19 8HX,East,graham.morris@kumhotire.com
Independent Retailer,1115994, Tyres (Kings Lynn) Limited ,KPP,PE30 1PH,East,graham.morris@kumhotire.com
Independent Retailer,1116018, EDM Leisure & Garage Services Ltd ,KPP,DE65 6BE,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1116022, A14 Tyres Limited ,KPP,IP32 6AH,East,graham.morris@kumhotire.com
Independent Retailer,1116079, X-Spurt Tyres ,KPP,IP4 2ER,East,graham.morris@kumhotire.com
Independent Retailer,1116104, Cole & Day ,KPP,PE28 3JA,East,graham.morris@kumhotire.com
Independent Retailer,1116139, Malcolms Tyres & Exhausts Ltd ,KPP,S70 1XR,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1116141, Ian Brown Tyres Limited ,KPP,YO17 6YB,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1116304, KMC Tyres ,KPP,NR3 2BX,East,graham.morris@kumhotire.com
Independent Retailer,1116361, Williams Tyre & Exhaust Srvs Ipswich Ltd ,KPP,IP1 5BN,East,graham.morris@kumhotire.com
Independent Retailer,1116451, Breckland Tyre Services ,KPP,NR17 2NP,East,graham.morris@kumhotire.com
Independent Retailer,1116800, G W Autoserve (Ipswich) Ltd ,KPP,IP2 0AW,East,graham.morris@kumhotire.com
Independent Retailer,1117690, Boro Tyre & Exhaust Centre Ltd ,KPP,YO12 4BT,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1117815, Auto Exhaust & Tyres Limited ,KPP,LN6 7RY,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1118718, Apex Tyres Limited ,KPP,PE4 6LQ,East,graham.morris@kumhotire.com
Independent Retailer,1119532, Moss Tyres & Autocentres ,KPP,YO30 4WF,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1122406, Elite Garage Services ,KPP,NR28 0AJ,East,graham.morris@kumhotire.com
Independent Retailer,1125907, K. Tee Motorcentre Limited ,KPP,LE18 4PR,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1126648, Lincolns Tyre Service (ALS) Ltd ,KPP,SG1 3ES,East,graham.morris@kumhotire.com
Independent Retailer,1127171, Europit Tyres Ltd ,KPP,CO15 3TQ,East ,graham.morris@kumhotire.com
Independent Retailer,1083246, Carnaby Tyres ,KPP,YO15 3QY,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1083251, Gemini Cars ,KPP,S66 8LA,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1083890, Trevs Tyres Limited ,KPP,PE10 9LA,East,graham.morris@kumhotire.com
Independent Retailer,1084004, Auto Care ,KPP,SG12 0AD,South East,graham.morris@kumhotire.com
Independent Retailer,1084437, Kirkley Run Tyres & Wheels (HQ) ,KPP,NR33 0NH,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1085259, Phillip Abbs T/A Phils Tyres ,KPP,PE2 7BX,East,graham.morris@kumhotire.com
Independent Retailer,1086333, Mill Tyres ( Edward Sands T/A) ,KPP,PE21 6TR,East,graham.morris@kumhotire.com
Independent Retailer,1087070, Rob Henson Vehicle Repairs ,KPP,PE11 2UJ,East,graham.morris@kumhotire.com
Independent Retailer,1095726, Will Ellerby Tyres Limited ,KPP,PE23 5HE,East,graham.morris@kumhotire.com
Independent Retailer,1102751, A1 Tyre Services Limited ,KPP,HU8 8AF,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1083199, Weeting Tyres Ltd (TBR) ,Other,IP27 0ND,East,graham.morris@kumhotire.com
Independent Retailer,1083232, Thorntons Performance Tyres ,Other,LE7 2EQ,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1083803, Terence Elsey Ltd ,Other,YO17 6BT,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1083863, Jet Tyres ,Other,SS8 0PR,East,graham.morris@kumhotire.com
Independent Retailer,1083875, Miller Auto Centre ,Other,DE7 8EF,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1084011, Welland Tyres ,Other,PE9 2AN,East,graham.morris@kumhotire.com
Independent Retailer,1084081, Thaxted Tyre Exhaust And Service ,Other,CM6 2ND,East,graham.morris@kumhotire.com
Independent Retailer,1084084, Weeley Tyre And Exhaust Ltd(HQ) ,Other,CO16 9JT,East,graham.morris@kumhotire.com
Independent Retailer,1084427, Simon Thorpe Motor ,Other,DN31 2TG,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1084547, P & J Tyre Services Ltd ,Other,SS12 9EP,East,graham.morris@kumhotire.com
Independent Retailer,1084806, Manor Tyres Ltd ,Other,DN7 5SE,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1084834, Tyrex (Shepshed) ,Other,LE12 9NJ,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1086885, Peterborough Tyre & Battery Ltd ,Other,PE6 7QT,East,graham.morris@kumhotire.com
Independent Retailer,1087118, J Skelton Garage Services Ltd ,Other,YO60 6RZ,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1087309," Oakley Rd Tyres Ltd, Eastern Tyres ",Other,CO12 4JB,East,graham.morris@kumhotire.com
Independent Retailer,1087421, Enterprise Tyres Ltd ,Other,PE11 3ZN,East,graham.morris@kumhotire.com
Independent Retailer,1088025, Estate Tyres (Chesterfield) Ltd ,Other,S41 0QD,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1088303, KD Tyres Ltd HQ ,Other,CO15 3DS,East,graham.morris@kumhotire.com
Independent Retailer,1095204, MJA Car Sales Ltd T/A Myles Hire ,Other,SS2 5BZ,East,graham.morris@kumhotire.com
Independent Retailer,1095278, Long Sutton Tyres & Exhausts ,Other,PE12 9DH,East,graham.morris@kumhotire.com
Independent Retailer,1095396, Reeves Tyre Centre Ltd ,Other,PE11 4HL,East,graham.morris@kumhotire.com
Independent Retailer,1095456, Melton Mowbray Tyre Recycling Ltd ,Other,LE13 0NX,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1099885, Simon Rawdon Tyres Batts & Exh Ltd ,Other,LN9 6SB,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1100715, David Wass T/A D2 Tyres ,Other,YO26 9TT,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1102847, Thrussington Garage Ltd ,Other,LE7 3XA,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1102848, Direct Discount Tyres Ltd ,Other,DN21 1JU,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1102908, Parkview (Market Rasen) Ltd ,Other,LN8 3HZ,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1105127, S.F.B Tyres & Srvc Centre (CASH) ,Other,LE8 6HZ,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1105806, Derby Tyres Limited ,Other,DE21 4SZ,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1107639, MMP Storage & Tyre Sales Ltd ,Other,DE15 9TJ,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1108858, Tyre Medics Limited ,Other,LE10 1RJ,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1116386, Pitstop Motorist Centre ,Other,SG1 4QJ,South East,graham.morris@kumhotire.com
Independent Retailer,1119212, Kilnhurst Tyres & Exhausts Ltd ,Other,S64 5TQ,Yorkshire & Humberside,graham.morris@kumhotire.com
Independent Retailer,1119579, Tyre-Smart (Essex) Ltd ,Other,CM8 3UQ,East,graham.morris@kumhotire.com
Independent Retailer,1121173, Evergreen Garage Crowfield Limited ,Other,IP6 9TB,East,graham.morris@kumhotire.com
Independent Retailer,1121865, Rochford Tyres & Exhausts Ltd ,Other,SS4 1RG,East,graham.morris@kumhotire.com
Independent Retailer,1122851, The Tyre & MOT  Place ,Other,PE15 8QP,East,graham.morris@kumhotire.com
Independent Retailer,1125772, APH(uk) Limited ,Other,DE65 6PA,West Midlands,graham.morris@kumhotire.com
Independent Retailer,1125906, TREK TYRES LTD ,Other,SS2 6RH,East,graham.morris@kumhotire.com
Independent Retailer,1126160, 1st CLASS TYRES & AUTOCARE LIMITED ,Other,LE17 4AB,East Midlands,graham.morris@kumhotire.com
Independent Retailer,1127256, FISHERS OF MARCH ,Other,PE15 0ER,East,graham.morris@kumhotire.com
Independent Retailer,1127257, HOLBEACH TYRES LIMITED ,Other,PE12 7LR,East,graham.morris@kumhotire.com
Independent Retailer,1085057, Wembley Tyres Ltd ,Other,NW10 2DJ,London,graham.morris@kumhotire.com
National Wholesaler,1083805, Stapleton's (Tyre Services) Limited ,VMA,WV1 9XR,#National,kevin.peck@kumhotire.com
National Wholesaler,1085115, MICHELDEVER TYRE SERVICE ,Wholesale,SO21 3AP,#National,kevin.peck@kumhotire.com
National Wholesaler,1099734, R & R.C.Bond (Wholesale) DIRECT ,Wholesale,YO42 1NR,#National,kevin.peck@kumhotire.com
National Wholesaler,1003631, R.H.CLAYDON LTD. ,Wholesale,IP28 6RZ,#National,kevin.peck@kumhotire.com
National Wholesaler,1098937, Chemiculture Ltd T/A Landtyre Srvs ,Wholesale,CV47 2QZ,#National,kevin.peck@kumhotire.com
National Wholesaler,1094984, Blackcircles.com Limited ,Online,EH3 5DA,#National,kevin.peck@kumhotire.com
National Wholesaler,1094103, Camskill (UK) Limited ,Online,CA28 9BZ,#National,kevin.peck@kumhotire.com
National Wholesaler,1118331, Demon Tweeks Limited (PCR) ,Other,LL13 9UG,#National,kevin.peck@kumhotire.com
National Wholesaler,1122235, Mr Tyre (Motorsport) Ltd ,Other,B79 7TA,#National,kevin.peck@kumhotire.com
National Wholesaler,1084811, Modern Tyres LTD (Region 2) ,Wholesale,BT35 6QJ,Ireland,kevin.peck@kumhotire.com
National Wholesaler,1084812, Modern Tyres Ltd (Region 1) ,Wholesale,BT74 6HR,Ireland,kevin.peck@kumhotire.com
National Wholesaler,1098042, Charles Hurst Tyres Ltd (Kumho) ,Wholesale,BT3 9DJ,Ireland,kevin.peck@kumhotire.com
National Wholesaler,1083256, Group Tyre Wholesale Limited ,VMA,HP20 1QN,#National,kevin.peck@kumhotire.com
Regional Wholesaler,1115989, AD Tyres (Wholesale) Limited ,KPP,S41 9QB,Yorkshire & Humberside,kevin.peck@kumhotire.com
Regional Wholesaler,1087513, Southern Tyre Wholesalers Ltd ,Wholesale,SS0 9DE,East,kevin.peck@kumhotire.com
National Retailer,1128311, Arnold Clark ,National,PA3 1QQ,#National,kevin.peck@kumhotire.com
Regional Retailer,1083253, Cooper Bros Limited ,Other,ML2 8HF,Scotland,kevin.peck@kumhotire.com
Independent Retailer,1116360, RTB Tyres Limited ,KPP,LL18 5TY,Wales,kevin.peck@kumhotire.com
Independent Retailer,1115888, Guildford Tyre Company Ltd ,Regional,GU1 1BA,South East,kevin.peck@kumhotire.com
Independent Retailer,1116798," TTC Distribution Ltd, Total Tyre Co ",Other,RG10 9QJ,South East,kevin.peck@kumhotire.com
